,company,type,size,ram,os,weight,price,cpu_model,cpu_brand,cpu_freq,hor_res,ver_res,is_touchscreen,is_IPS,is_HD,HDD,SSD,Flash,storage_type,gpu_brand
574,Lenovo,notebook,15.6,4,Windows 10,2.05,59896.4,Intel Core i5,Intel,1.6,1920,1080,0,0,1,500,0,0,Single,Intel
575,others,notebook,14.0,4,Windows 10,1.4,21772.56,Intel Atom x5,Intel,1.44,1920,1080,0,0,1,0,32,0,Single,Intel
576,Toshiba,ultrabook,14.0,16,Windows 10,1.24,163075.6,Intel Core i7,Intel,2.7,1920,1080,1,0,1,0,512,0,Single,Intel
577,Lenovo,gaming,17.3,32,Windows 10,4.6,232852.72,Intel Core i7,Intel,2.7,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
578,MSI,gaming,17.3,16,Windows 10,4.14,238623.76,Intel Core i7,Intel,2.9,1920,1080,0,0,1,1000,512,0,Dual,Nvidia
579,Dell,notebook,15.6,8,Linux,2.2,65493.43,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,AMD
580,others,notebook,14.0,4,Windows 10,1.45,34014.16,Intel Celeron Quad,Intel,1.1,1920,1080,0,1,1,0,32,0,Single,Intel
581,Dell,notebook,15.6,8,Windows 10,1.9,88184.99,Intel Core i5,Intel,2.6,1366,768,0,0,0,500,0,0,Single,Intel
582,HP,notebook,13.3,4,Windows 10,1.49,62869.36,Intel Core i3,Intel,2.4,1920,1080,0,0,1,0,128,0,Single,Intel
583,Dell,notebook,15.6,16,Windows 10,1.93,134429.38,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
584,Dell,netbook,11.6,4,Chrome OS,1.26,25794.8,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,16,Single,Intel
585,MSI,gaming,17.3,16,Windows 10,4.5,205396.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
586,HP,gaming,17.3,16,Windows 10,3.78,130985.12,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,256,0,Dual,Nvidia
587,Lenovo,ultrabook,14.0,12,Windows 10,1.4,146287.12,Intel Core i7,Intel,2.6,1920,1080,0,1,1,0,256,0,Single,Intel
588,Lenovo,notebook,15.6,12,Windows 10,2.2,53250.96,Intel Core i7,Intel,1.8,1366,768,1,0,0,1000,0,0,Single,Intel
589,Asus,gaming,17.3,8,Windows 10,2.73,154768.8,Intel Core i5,Intel,2.5,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
590,Asus,2 in 1 convertible,15.6,8,Windows 10,2.2,64618.16,Intel Core i5,Intel,2.5,1366,768,1,0,0,1000,0,0,Single,Intel
591,Lenovo,notebook,15.6,12,Windows 10,2.2,82980.56,others,AMD,3.6,1920,1080,0,0,1,0,512,0,Single,AMD
592,Dell,2 in 1 convertible,11.6,4,Windows 10,1.39,52726.32,Intel Core M,Intel,1.0,1366,768,1,0,0,0,128,0,Single,Intel
593,Samsung,notebook,15.6,16,Windows 10,2.5,148560.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
594,Lenovo,notebook,17.3,4,No OS,2.8,46255.76,Intel Core i3,Intel,2.0,1920,1080,0,0,1,500,0,0,Single,Intel
595,Lenovo,notebook,15.6,8,Windows 10,2.29,40134.96,Intel Core i3,Intel,2.3,1366,768,0,0,0,1000,0,0,Single,Intel
596,Lenovo,2 in 1 convertible,13.3,8,Windows 10,1.37,177066.0,Intel Core i7,Intel,2.7,1920,1080,1,1,1,0,512,0,Single,Intel
597,Lenovo,notebook,14.0,8,Windows 10,1.7,128886.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
598,Dell,2 in 1 convertible,12.5,8,Windows 10,1.34,146024.8,Intel Core i5,Intel,2.5,1920,1080,1,0,1,0,256,0,Single,Intel
599,Dell,workstation,15.6,8,Windows 10,2.06,154156.72,Intel Core i7,Intel,2.8,1920,1080,1,0,1,0,256,0,Single,Nvidia
600,HP,notebook,15.6,8,Windows 10,1.84,106589.36,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
601,HP,notebook,15.6,4,Windows 10,2.1,58451.89,Intel Core i3,Intel,2.4,1366,768,0,0,0,500,0,0,Single,Intel
602,Acer,notebook,14.0,4,Windows 10,1.6,28767.76,Intel Celeron Quad,Intel,1.1,1920,1080,0,0,1,0,0,32,Single,Intel
603,MSI,gaming,17.3,16,Windows 10,4.14,192280.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
604,Dell,notebook,15.6,4,Linux,2.18,40659.6,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,AMD
605,MSI,gaming,15.6,16,Windows 10,1.8,201024.56,Intel Core i7,Intel,2.8,3840,2160,0,0,1,2000,256,0,Dual,Nvidia
606,Toshiba,notebook,15.6,8,Windows 10,2.2,122328.56,Intel Core i7,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
607,Lenovo,notebook,15.6,6,Windows 10,2.4,49316.16,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
608,Lenovo,2 in 1 convertible,15.6,8,Windows 10,2.0,113584.56,Intel Core i7,Intel,2.8,1920,1080,1,1,1,0,256,0,Single,Intel
609,Acer,notebook,14.0,4,Windows 10,1.6,30516.56,Intel Pentium Quad,Intel,1.6,1366,768,0,0,0,0,0,128,Single,Intel
610,Lenovo,notebook,15.6,32,Windows 10,2.5,428368.56,Intel Xeon E3,Intel,3.1,3840,2160,0,1,1,0,1000,0,Single,Nvidia
611,Dell,gaming,15.6,16,Windows 10,2.59,76860.63,Intel Core i7,Intel,2.6,1920,1080,0,0,1,1000,0,0,Single,Nvidia
612,Dell,notebook,15.6,4,Linux,2.18,38814.62,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,Intel
613,Dell,notebook,15.6,4,Linux,2.25,31390.96,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,Intel
614,Dell,notebook,15.6,4,Linux,1.93,75985.36,Intel Core i5,Intel,2.6,1366,768,0,0,0,500,0,0,Single,Intel
615,Asus,gaming,17.3,8,Windows 10,3.0,102129.92,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
616,Dell,notebook,15.6,4,Linux,2.18,49753.36,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,128,0,Single,AMD
617,HP,ultrabook,15.6,8,Windows 10,1.84,121454.16,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,512,0,Single,Intel
618,MSI,gaming,15.6,16,Windows 10,2.94,198301.68,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
619,Acer,2 in 1 convertible,11.6,4,Chrome OS,1.25,33139.76,Intel Celeron Quad,Intel,1.6,1366,768,1,1,0,0,0,32,Single,Intel
620,HP,notebook,14.0,8,Windows 10,2.31,98282.56,Intel Core i5,Intel,2.6,1366,768,0,0,0,0,256,0,Single,Intel
621,Lenovo,notebook,14.0,8,Windows 7,1.65,128099.6,Intel Core i5,Intel,2.3,1920,1080,0,0,1,0,256,0,Single,Intel
622,Dell,notebook,15.6,4,Windows 10,2.2,67853.44,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,0,0,Single,AMD
623,others,notebook,15.6,8,Windows 10,2.2,69864.56,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,256,0,Single,Intel
624,HP,notebook,15.6,4,Windows 7,1.88,81494.08,Intel Core i5,Intel,2.3,1366,768,0,0,0,500,0,0,Single,Intel
625,Lenovo,notebook,15.6,8,Windows 10,2.2,78608.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Nvidia
626,others,notebook,14.0,2,Windows 10,1.4,20898.16,Intel Atom x5,Intel,1.44,1920,1080,0,0,1,0,0,32,Single,Intel
627,Lenovo,notebook,15.6,4,No OS,2.2,40921.92,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,128,0,Single,Intel
628,Asus,2 in 1 convertible,13.3,6,Windows 10,1.5,55875.03,Intel Core i5,Intel,2.5,1920,1080,1,0,1,1000,0,0,Single,Intel
630,Asus,ultrabook,14.0,16,Windows 10,1.1,166136.0,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,512,0,Single,Intel
631,Dell,gaming,15.6,16,Windows 10,2.62,129323.76,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
632,Lenovo,notebook,15.6,4,Windows 10,1.8,72487.76,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
633,Lenovo,notebook,15.6,4,Windows 10,2.2,50627.76,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,Nvidia
634,Asus,notebook,15.6,8,Windows 10,2.0,34888.56,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,1000,0,0,Single,Intel
635,Asus,notebook,15.6,8,Windows 10,1.99,79274.85,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Nvidia
636,Dell,ultrabook,13.3,8,Windows 10,1.23,163425.36,Intel Core i5,Intel,1.6,3200,1800,1,0,1,0,256,0,Single,Intel
637,Lenovo,notebook,14.0,2,Windows 10,1.42,21772.56,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
638,Lenovo,2 in 1 convertible,13.3,8,Windows 10,1.37,153668.8,Intel Core i7,Intel,2.7,1920,1080,1,1,1,0,256,0,Single,Intel
639,Dell,notebook,15.6,16,Windows 10,2.06,209768.56,Intel Core i7,Intel,2.8,3840,2160,1,0,1,0,1000,0,Single,Nvidia
640,Lenovo,gaming,15.6,8,Windows 10,2.5,96970.96,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
641,HP,notebook,17.3,8,Windows 10,2.6,45547.5,AMD A9,AMD,3.0,1600,900,0,0,0,1000,0,0,Single,AMD
642,Lenovo,ultrabook,14.0,16,Windows 10,1.14,214228.0,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Intel
643,Asus,gaming,15.6,8,No OS,2.5,102217.36,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,0,0,Single,Nvidia
644,Acer,notebook,15.6,4,Windows 10,2.4,39348.0,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Intel
645,Lenovo,notebook,14.0,4,Windows 10,1.43,23958.56,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
646,Acer,ultrabook,14.0,8,Windows 10,1.8,80357.36,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
647,Razer,gaming,14.0,16,Windows 10,1.95,227256.56,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
648,Toshiba,notebook,13.3,8,Windows 10,1.2,106064.72,Intel Core i5,Intel,2.3,1920,1080,0,0,1,0,256,0,Single,Intel
649,Lenovo,ultrabook,12.5,8,Windows 10,1.36,138504.96,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,256,0,Single,Intel
650,Asus,gaming,17.3,32,Windows 10,3.8,244744.56,Intel Core i7,Intel,2.7,1920,1080,0,1,1,0,512,0,Single,Nvidia
651,Acer,gaming,15.6,8,Linux,2.4,61994.96,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Nvidia
652,Dell,ultrabook,13.3,8,Windows 10,1.2,126779.26,Intel Core i5,Intel,1.6,1920,1080,0,0,1,0,256,0,Single,Intel
653,MSI,gaming,15.6,8,Windows 10,2.2,104210.99,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
654,HP,notebook,15.6,4,No OS,1.86,31906.86,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Intel
655,Toshiba,notebook,15.6,8,Windows 10,2.0,93036.16,Intel Core i5,Intel,2.5,1920,1080,0,1,1,500,0,0,Single,Intel
658,Lenovo,gaming,15.6,8,Windows 10,3.31,104578.24,Intel Core i7,Intel,2.6,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
659,Dell,gaming,17.3,32,Windows 10,4.42,275206.03,Intel Core i7,Intel,2.8,3840,2160,0,1,1,1000,512,0,Dual,Nvidia
660,Dell,notebook,14.0,8,Windows 10,1.56,107463.76,Intel Core i5,Intel,2.4,1920,1080,0,0,1,0,256,0,Single,Intel
661,Lenovo,notebook,15.6,4,Windows 10,2.2,36637.36,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,500,0,0,Single,Intel
662,Lenovo,notebook,15.6,4,Windows 10,2.2,46780.4,Intel Core i5,Intel,2.3,1920,1080,0,0,1,500,0,0,Single,Intel
663,HP,notebook,15.6,6,Windows 10,2.04,47130.16,Intel Core i3,Intel,2.0,1920,1080,0,0,1,1000,0,0,Single,AMD
664,MSI,gaming,17.3,8,Windows 10,2.7,130003.17,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
665,Toshiba,notebook,15.6,4,Windows 10,2.1,43545.12,Intel Core i3,Intel,2.1,1366,768,0,0,0,0,128,0,Single,Intel
666,Dell,notebook,15.6,8,Windows 10,2.06,83505.2,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
667,HP,notebook,15.6,8,Windows 10,2.1,65142.8,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,AMD
668,Toshiba,notebook,15.6,8,Windows 10,2.0,109999.52,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
669,Acer,notebook,15.6,4,Linux,2.1,36025.28,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,128,0,Single,Intel
670,others,ultrabook,13.3,8,Windows 10,1.252,163324.8,Intel Core i7,Intel,2.8,2256,1504,1,0,1,0,256,0,Single,Intel
671,Lenovo,notebook,15.6,8,Windows 10,1.9,71521.55,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,128,0,Dual,AMD
672,Lenovo,2 in 1 convertible,13.3,8,Windows 10,1.3,90412.96,Intel Core i5,Intel,2.5,1920,1080,1,1,1,0,256,0,Single,Intel
673,Lenovo,notebook,15.6,4,Windows 10,2.2,30516.56,others,AMD,2.2,1366,768,0,0,0,0,128,0,Single,AMD
674,HP,2 in 1 convertible,14.0,4,Windows 10,1.63,61120.56,Intel Core i3,Intel,2.4,1920,1080,1,1,1,0,128,0,Single,Nvidia
675,MSI,gaming,15.6,16,Windows 10,2.4,113147.36,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
676,Asus,ultrabook,14.0,8,Windows 10,1.1,99244.4,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
677,HP,2 in 1 convertible,11.6,8,Chrome OS,1.4,43282.8,Intel Celeron Dual,Intel,1.1,1366,768,1,0,0,0,0,64,Single,Intel
678,others,ultrabook,15.6,8,Windows 10,1.09,201024.56,Intel Core i7,Intel,1.8,1920,1080,0,1,1,0,512,0,Single,Intel
679,Acer,gaming,15.6,16,Windows 10,2.5,113584.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
680,MSI,gaming,15.6,8,Windows 10,2.2,87256.38,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Nvidia
681,Asus,notebook,15.6,4,Windows 10,1.86,36637.36,Intel Celeron Dual,Intel,1.1,1366,768,0,0,0,0,128,0,Single,Intel
682,Dell,gaming,15.6,16,Windows 10,3.21,179339.44,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
683,HP,notebook,17.3,4,Windows 10,2.5,61120.56,Intel Core i3,Intel,2.0,1920,1080,0,1,1,0,256,0,Single,AMD
684,Lenovo,2 in 1 convertible,13.3,8,Windows 10,1.19,131072.56,Intel Core i7,Intel,1.8,1920,1080,1,1,1,0,512,0,Single,Intel
685,Dell,gaming,15.6,16,Windows 10,3.49,246034.3,Intel Core i7,Intel,2.9,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
686,HP,notebook,15.6,4,Windows 10,1.86,53566.62,Intel Core i5,Intel,2.5,1366,768,0,0,0,500,0,0,Single,AMD
687,Dell,notebook,15.6,4,Windows 10,2.2,47713.38,Intel Core i3,Intel,2.0,1366,768,0,0,0,1000,0,0,Single,AMD
688,HP,notebook,17.3,6,Windows 10,2.65,49753.36,others,AMD,2.4,1920,1080,0,1,1,2000,0,0,Single,AMD
689,Lenovo,notebook,15.6,4,Windows 10,2.1,27805.92,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,500,0,0,Single,Intel
690,Acer,notebook,14.0,4,Chrome OS,1.45,32790.0,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
691,Lenovo,notebook,14.0,4,Windows 10,1.7,61120.56,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
692,HP,workstation,17.3,8,Windows 10,3.14,166834.65,Intel Core i7,Intel,2.8,1920,1080,0,0,1,500,0,0,Single,Nvidia
693,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.42,226469.6,Intel Core i7,Intel,2.7,2560,1440,1,0,1,0,256,0,Single,Intel
694,Toshiba,notebook,13.3,8,Windows 10,1.5,85079.12,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
695,Acer,netbook,11.6,4,Windows 10,1.4,23521.36,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
696,Lenovo,2 in 1 convertible,14.0,16,Windows 10,1.38,152932.56,Intel Core i7,Intel,2.7,1920,1080,1,0,1,0,512,0,Single,Intel
697,Asus,2 in 1 convertible,12.5,4,Chrome OS,1.2,58497.36,Intel Core M,Intel,0.9,1920,1080,1,0,1,0,0,64,Single,Intel
698,Toshiba,ultrabook,13.3,16,Windows 10,1.36,164124.88,Intel Core i7,Intel,2.5,1920,1080,1,0,1,0,512,0,Single,Intel
699,HP,notebook,15.6,4,Windows 10,2.1,60246.16,Intel Core i7,Intel,2.7,1920,1080,0,1,1,500,0,0,Single,AMD
700,Dell,gaming,15.6,8,Windows 10,2.56,71613.36,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Nvidia
701,Lenovo,notebook,15.6,4,Windows 10,2.2,34888.56,AMD A9,AMD,2.9,1920,1080,0,0,1,0,256,0,Single,AMD
702,Lenovo,notebook,15.6,8,Windows 10,2.2,37511.76,others,AMD,3.6,1366,768,0,0,0,1000,0,0,Single,AMD
703,Lenovo,notebook,15.6,4,Windows 10,2.1,54339.59,Intel Core i5,Intel,2.5,1920,1080,0,0,1,2000,0,0,Dual,Intel
704,Lenovo,notebook,15.6,4,No OS,1.9,39348.0,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Intel
705,Dell,notebook,15.6,8,Windows 10,2.18,69514.8,Intel Core i5,Intel,2.5,1920,1080,0,0,1,0,256,0,Single,Intel
706,Acer,2 in 1 convertible,13.3,8,Windows 10,1.6,87352.56,Intel Core i5,Intel,1.6,1920,1080,1,1,1,0,256,0,Single,Intel
707,Lenovo,workstation,15.6,16,Windows 7,2.18,162201.2,Intel Core i7,Intel,2.5,1920,1080,0,0,1,0,512,0,Single,Nvidia
708,Lenovo,notebook,14.0,8,Windows 10,1.8,104141.04,Intel Core i5,Intel,2.3,1920,1080,0,0,1,0,256,0,Single,Intel
709,HP,notebook,17.3,6,Windows 10,2.71,57274.07,others,AMD,2.5,1920,1080,0,1,1,2000,0,0,Single,AMD
710,Lenovo,gaming,15.6,8,Windows 10,2.5,109212.56,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
711,Dell,notebook,14.0,8,Linux,1.64,95222.16,Intel Core i5,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
712,Dell,notebook,15.6,8,Linux,1.98,63481.44,Intel Core i5,Intel,2.5,1920,1080,0,0,1,1000,0,0,Single,Intel
713,Asus,notebook,14.0,4,Windows 10,1.5,26057.12,Intel Celeron Dual,Intel,1.1,1920,1080,0,0,1,0,0,32,Single,Intel
714,Dell,notebook,15.6,16,Windows 10,1.93,124747.15,Intel Core i5,Intel,2.6,1920,1080,0,0,1,0,512,0,Single,Intel
715,Lenovo,notebook,14.0,8,Windows 10,1.87,74942.2,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Nvidia
716,Dell,notebook,15.6,8,Windows 10,1.9,103091.76,Intel Core i5,Intel,2.6,1920,1080,0,0,1,0,256,0,Single,Intel
717,Lenovo,notebook,15.6,4,Windows 10,2.19,26057.12,others,AMD,2.0,1366,768,0,0,0,500,0,0,Single,AMD
718,others,notebook,14.0,4,Windows 10,1.4,23171.6,others,Intel,1.92,1920,1200,0,1,1,32,0,0,Single,Intel
719,HP,notebook,17.3,8,Windows 10,2.63,104928.0,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Nvidia
720,Lenovo,ultrabook,14.0,8,Windows 10,1.17,147479.8,Intel Core i7,Intel,2.5,2560,1440,0,1,1,0,512,0,Single,Intel
721,HP,2 in 1 convertible,13.3,8,Windows 10,1.58,73152.3,Intel Core i5,Intel,2.5,1366,768,1,1,0,0,256,0,Single,Intel
722,Lenovo,ultrabook,14.0,8,Windows 10,1.32,131072.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
723,Dell,gaming,17.3,32,Windows 10,4.36,319977.94,Intel Core i7,Intel,2.8,3840,2160,0,0,1,1000,1000,0,Dual,Nvidia
724,MSI,gaming,17.3,8,Windows 10,2.7,117911.09,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
725,Lenovo,notebook,15.6,4,No OS,1.9,42836.86,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,Intel
726,Dell,notebook,15.6,8,Windows 10,2.2,62869.36,Intel Core i5,Intel,1.6,1920,1080,0,0,1,1000,128,0,Dual,AMD
727,Dell,2 in 1 convertible,13.3,4,Windows 10,1.71,56748.56,Intel Core i3,Intel,2.4,1920,1080,1,0,1,1000,0,0,Single,Intel
728,Dell,notebook,15.6,8,Linux,2.32,51547.63,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,AMD
729,HP,notebook,15.6,4,Windows 10,2.1,42758.16,AMD A9,AMD,3.0,1920,1080,0,0,1,1000,0,0,Single,AMD
730,Acer,gaming,17.3,16,Windows 10,4.2,169196.4,Intel Core i7,Intel,2.6,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
731,Dell,notebook,15.6,12,Windows 10,2.25,56748.56,Intel Core i5,Intel,2.5,1366,768,0,0,0,1000,0,0,Single,Intel
732,HP,notebook,15.6,6,Windows 10,2.1,56836.0,AMD A9,AMD,3.0,1920,1080,0,0,1,1000,128,0,Dual,AMD
733,Acer,notebook,15.6,4,Windows 10,2.4,48878.96,Intel Core i5,Intel,2.5,1366,768,0,0,0,500,0,0,Single,Intel
734,Lenovo,notebook,13.3,8,Windows 10,1.44,83942.4,Intel Core i5,Intel,2.5,1920,1080,0,1,1,0,256,0,Single,Intel
735,Lenovo,notebook,15.6,4,Windows 10,1.85,68115.76,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,0,0,Single,Intel
736,HP,workstation,15.6,16,Windows 10,2.6,211517.36,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Nvidia
737,Dell,2 in 1 convertible,13.3,8,Windows 10,1.55,57622.96,Intel Core i5,Intel,1.6,1920,1080,1,0,1,1000,0,0,Single,Intel
738,MSI,gaming,15.6,16,Windows 10,1.8,183141.33,Intel Core i7,Intel,2.8,1920,1080,0,0,1,1000,256,0,Dual,Nvidia
739,Acer,notebook,15.6,4,Windows 10,2.4,35920.35,Intel Core i3,Intel,2.0,1366,768,0,0,0,500,0,0,Single,Intel
740,Dell,notebook,15.6,8,Windows 10,2.0,105540.08,Intel Core i7,Intel,2.7,1920,1080,0,0,1,1000,128,0,Dual,Nvidia
741,Dell,notebook,15.6,8,Windows 10,2.0,58147.6,Intel Core i3,Intel,2.0,1366,768,0,0,0,0,256,0,Single,Intel
742,Toshiba,notebook,14.0,8,Windows 10,1.25,134220.4,Intel Core i5,Intel,2.5,1920,1080,1,1,1,0,256,0,Single,Intel
743,Lenovo,2 in 1 convertible,14.0,8,Windows 10,1.7,87352.56,Intel Core i5,Intel,2.5,1920,1080,1,0,1,0,256,0,Single,Intel
744,Lenovo,workstation,15.6,16,Windows 10,2.5,288464.56,Intel Core i7,Intel,2.8,3840,2160,0,1,1,0,1000,0,Single,Nvidia
745,Acer,notebook,14.0,2,Chrome OS,1.68,28855.2,Intel Celeron Dual,Intel,1.6,1366,768,0,0,0,0,0,32,Single,Intel
746,Samsung,ultrabook,13.3,16,Windows 10,0.81,144188.56,Intel Core i7,Intel,2.7,1920,1080,0,0,1,0,256,0,Single,Intel
747,HP,notebook,15.6,8,Windows 10,1.86,47130.16,Intel Core i3,Intel,2.0,1920,1080,0,0,1,0,256,0,Single,Intel
748,Dell,notebook,14.0,8,Windows 10,1.6,98519.52,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,256,0,Single,Intel
749,HP,workstation,17.3,16,Windows 7,3.0,383774.16,Intel Xeon E3,Intel,2.9,1920,1080,0,1,1,0,256,0,Single,Nvidia
750,Lenovo,netbook,11.6,4,Windows 10,1.4,41534.0,Intel Celeron Dual,Intel,1.6,1366,768,1,0,0,0,128,0,Single,Intel
751,HP,notebook,15.6,8,Windows 10,1.84,166136.0,Intel Core i5,Intel,2.4,1920,1080,0,0,1,0,256,0,Single,Intel
752,Asus,notebook,15.6,4,No OS,2.45,50627.76,Intel Core i5,Intel,2.3,1366,768,0,0,0,1000,0,0,Single,Nvidia
753,Lenovo,ultrabook,14.0,4,Windows 10,1.7,95834.24,Intel Core i5,Intel,2.3,1920,1080,0,0,1,0,180,0,Single,Intel
754,Asus,notebook,15.6,4,Windows 10,2.37,74315.26,Intel Core i7,Intel,2.7,1366,768,0,0,0,0,256,0,Single,Intel
755,Lenovo,2 in 1 convertible,13.3,8,Windows 10,1.3,104840.56,Intel Core i5,Intel,1.8,3200,1800,1,1,1,0,256,0,Single,Intel
756,HP,notebook,15.6,8,Windows 10,2.2,96096.56,Intel Core i5,Intel,2.5,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
757,HP,workstation,15.6,8,Windows 7,2.59,136493.84,Intel Core i7,Intel,2.6,1920,1080,0,0,1,0,256,0,Single,Nvidia
758,Dell,gaming,15.6,16,Windows 10,4.42,250864.49,Intel Core i7,Intel,2.8,3840,2160,0,1,1,1000,256,0,Dual,Nvidia
759,Acer,notebook,15.6,4,Windows 10,2.1,52376.56,Intel Core i5,Intel,2.5,1366,768,0,0,0,0,256,0,Single,Intel
760,Lenovo,gaming,15.6,8,Windows 10,2.5,91637.12,Intel Core i7,Intel,2.8,1920,1080,0,1,1,1000,128,0,Dual,Nvidia
761,Dell,ultrabook,12.5,16,Windows 10,1.18,162550.96,Intel Core i7,Intel,2.8,1920,1080,0,0,1,0,256,0,Single,Intel
762,others,ultrabook,12.5,8,Chrome OS,1.1,136318.96,Intel Core i5,Intel,1.2,2400,1600,1,0,1,0,256,0,Single,Intel
763,Asus,ultrabook,13.3,8,Windows 10,1.2,98719.76,Intel Core i5,Intel,2.5,3200,1800,0,1,1,0,256,0,Single,Intel
